100 
 80 
 74   1  73;
 36   1  35;
 53   1  52;
 51   1  50;
 88   1  87;
 32   1  31;
 93   1  92;
 26   1  25;
 28   1  27;
 72   1  71;
 16   1  15;
 29   1  28;
 63   1  62;
 97   1  96;
 78   1  77;
 62   1  61;
 22   1  21;
  2   1   1;
 38   1  37;
 14   1  13;
 71   1  70;
 76   1  75;
 21   1  20;
 46   1  45;
 48   1  47;
 99   1  98;
 87   1  86;
 96   1  95;
 18   1  17;
 24   1  23;
 43   1  42;
 41   1  40;
 73   1  72;
 82   1  81;
 64   1  63;
 61   1  60;
  8   1   7;
 92   1  91;
 81   1  80;
 17   1  16;
 12   1  11;
 27   1  26;
 86   1  85;
 23   1  22;
 91   1  90;
 42   1  41;
 66   1  65;
  1   1   0;
  6   1   5;
 37   1  36;
 54   1  53;
 31   1  30;
 77   1  76;
  3   1   2;
 59   1  58;
 11   1  10;
  7   1   6;
 34   1  33;
 69   1  68;
 94   1  93;
 47   1  46;
 83   1  82;
 49   1  48;
 58   1  57;
 98   1  97;
 67   1  66;
 68   1  67;
 19   1  18;
 33   1  32;
 44   1  43;
 39   1  38;
 13   1  12;
  9   1   8;
 84   1  83;
 56   1  55;
  4   1   3;
 57   1  56;
 89   1  88;
 52   1  51;
 79   1  78;
