100 
 80 
 98   1  97;
 79   1  78;
 13   1  12;
 12   1  11;
 63   1  62;
  7   1   6;
 67   1  66;
 26   1  25;
 86   1  85;
 23   1  22;
 22   1  21;
 34   1  33;
 66   1  65;
 21   1  20;
 81   1  80;
 57   1  56;
 82   1  81;
 71   1  70;
 27   1  26;
  6   1   5;
 47   1  46;
  8   1   7;
 93   1  92;
 73   1  72;
 29   1  28;
 19   1  18;
 91   1  90;
 44   1  43;
 68   1  67;
 33   1  32;
 61   1  60;
 96   1  95;
 59   1  58;
  4   1   3;
 74   1  73;
 77   1  76;
 31   1  30;
 64   1  63;
 39   1  38;
 14   1  13;
  9   1   8;
 72   1  71;
  1   1   0;
 51   1  50;
 11   1  10;
 99   1  98;
 76   1  75;
 18   1  17;
 58   1  57;
 54   1  53;
 41   1  40;
 17   1  16;
 88   1  87;
 92   1  91;
 69   1  68;
  2   1   1;
 37   1  36;
 49   1  48;
 78   1  77;
 94   1  93;
 87   1  86;
 97   1  96;
 83   1  82;
 32   1  31;
 46   1  45;
 38   1  37;
 53   1  52;
 36   1  35;
 52   1  51;
 56   1  55;
 62   1  61;
 24   1  23;
 89   1  88;
 48   1  47;
 42   1  41;
 28   1  27;
 16   1  15;
 84   1  83;
  3   1   2;
 43   1  42;
