100 
 80 
  7   1   6;
 86   1  85;
 42   1  41;
 79   1  78;
 62   1  61;
  2   1   1;
 66   1  65;
 14   1  13;
 53   1  52;
 16   1  15;
 34   1  33;
  6   1   5;
 46   1  45;
 93   1  92;
  9   1   8;
 18   1  17;
 19   1  18;
 49   1  48;
 39   1  38;
 59   1  58;
 84   1  83;
 96   1  95;
 54   1  53;
 29   1  28;
 91   1  90;
 38   1  37;
 74   1  73;
 26   1  25;
 32   1  31;
  8   1   7;
 48   1  47;
 44   1  43;
 12   1  11;
 37   1  36;
  1   1   0;
 61   1  60;
 64   1  63;
 58   1  57;
 43   1  42;
 69   1  68;
 23   1  22;
 97   1  96;
 13   1  12;
 11   1  10;
  4   1   3;
 71   1  70;
 27   1  26;
 81   1  80;
 89   1  88;
 21   1  20;
 22   1  21;
 88   1  87;
 17   1  16;
 51   1  50;
 76   1  75;
 82   1  81;
 77   1  76;
 41   1  40;
 83   1  82;
 94   1  93;
 33   1  32;
 72   1  71;
 87   1  86;
 28   1  27;
 99   1  98;
 68   1  67;
 47   1  46;
 63   1  62;
 31   1  30;
 67   1  66;
 78   1  77;
 92   1  91;
 98   1  97;
  3   1   2;
 56   1  55;
 73   1  72;
 36   1  35;
 24   1  23;
 52   1  51;
 57   1  56;
