100 
 80 
 13   1  12;
 34   1  33;
  4   1   3;
 89   1  88;
 91   1  90;
 97   1  96;
 81   1  80;
 87   1  86;
 39   1  38;
 58   1  57;
 11   1  10;
 99   1  98;
 68   1  67;
  3   1   2;
 78   1  77;
 92   1  91;
 41   1  40;
 38   1  37;
 79   1  78;
 36   1  35;
 18   1  17;
 53   1  52;
 74   1  73;
 59   1  58;
 61   1  60;
 96   1  95;
 83   1  82;
 63   1  62;
 66   1  65;
 67   1  66;
 19   1  18;
 72   1  71;
 57   1  56;
 69   1  68;
 16   1  15;
 12   1  11;
 52   1  51;
 51   1  50;
  7   1   6;
 86   1  85;
 37   1  36;
 48   1  47;
 22   1  21;
 29   1  28;
 21   1  20;
 28   1  27;
  8   1   7;
 84   1  83;
 43   1  42;
 77   1  76;
 32   1  31;
 76   1  75;
  2   1   1;
 33   1  32;
 44   1  43;
 62   1  61;
  1   1   0;
 88   1  87;
 56   1  55;
 23   1  22;
 82   1  81;
 46   1  45;
 26   1  25;
 93   1  92;
 71   1  70;
 54   1  53;
 17   1  16;
  6   1   5;
 42   1  41;
 47   1  46;
 98   1  97;
 14   1  13;
 27   1  26;
  9   1   8;
 31   1  30;
 64   1  63;
 73   1  72;
 94   1  93;
 49   1  48;
 24   1  23;
