100 
 80 
  1   1   0;
  8   1   7;
  4   1   3;
 18   1  17;
 29   1  28;
 93   1  92;
 39   1  38;
 49   1  48;
  9   1   8;
 13   1  12;
 28   1  27;
 31   1  30;
 19   1  18;
 98   1  97;
 83   1  82;
 53   1  52;
 52   1  51;
 16   1  15;
 78   1  77;
 42   1  41;
 81   1  80;
 37   1  36;
 44   1  43;
 22   1  21;
 89   1  88;
 97   1  96;
 66   1  65;
 46   1  45;
 57   1  56;
 36   1  35;
 99   1  98;
 68   1  67;
 56   1  55;
 77   1  76;
 67   1  66;
 27   1  26;
  2   1   1;
 63   1  62;
 51   1  50;
 48   1  47;
  7   1   6;
 86   1  85;
 72   1  71;
 47   1  46;
 38   1  37;
 69   1  68;
 92   1  91;
 94   1  93;
 64   1  63;
 61   1  60;
 71   1  70;
 87   1  86;
 24   1  23;
 82   1  81;
 21   1  20;
 34   1  33;
 62   1  61;
 74   1  73;
  3   1   2;
 23   1  22;
 14   1  13;
 43   1  42;
 73   1  72;
 91   1  90;
 12   1  11;
 96   1  95;
 59   1  58;
 26   1  25;
 58   1  57;
 11   1  10;
 79   1  78;
 88   1  87;
 32   1  31;
 41   1  40;
 76   1  75;
 33   1  32;
 17   1  16;
  6   1   5;
 54   1  53;
 84   1  83;
